Emplacados,Categoria,Fabricante,Modelo,Preco,SalarioMinimo,Dolar,TaxaJuros,Ano,Mes,Mes1,Tipo
2155,Automoveis,HYUNDAI,HB20S,,,,,2022,10,5,Sedans Pequenos
2112,Automoveis,JEEP,COMMANDER,,,,,2022,10,5,SUV
1913,Automoveis,RENAULT,DUSTER,,,,,2022,10,5,SUV
1736,Automoveis,GM,SPIN,,,,,2022,10,5,Grandcab
1456,Automoveis,TOYOTA,YARIS_SEDAN,,,,,2022,10,5,Sedans Compactos
1322,Automoveis,HONDA,CITY_HATCH,,,,,2022,10,5,Hatch Pequenos
1232,Automoveis,PEUGEOT,208,,,,,2022,10,5,Hatch Pequenos
1171,Automoveis,CITROEN,C4_CACTUS,,,,,2022,10,5,SUV
1137,Automoveis,HONDA,CITY,,,,,2022,10,5,Sedans Compactos
989,Automoveis,VW,TAOS,,,,,2022,10,5,SUV
978,Automoveis,CAOA_CHERY,TIGGO_8,,,,,2022,10,5,SUV
869,Automoveis,TOYOTA,HILUX_SW4,,,,,2022,10,5,SUV
740,Automoveis,VW,POLO,,,,,2022,10,5,Hatch Pequenos
689,Automoveis,RENAULT,LOGAN,,,,,2022,10,5,Sedans Pequenos
588,Automoveis,RENAULT,SANDERO,,,,,2022,10,5,Hatch Pequenos
482,Automoveis,CAOA_CHERY,TIGGO_7,,,,,2022,10,5,SUV
456,Automoveis,CAOA_CHERY,TIGGO_5X,,,,,2022,10,5,SUV
454,Automoveis,BMW,320I,,,,,2022,10,5,Sedans Grandes
413,Automoveis,GM,CRUZE_SEDAN,,,,,2022,10,5,Sedans médios
382,Automoveis,VW,VIRTUS,,,,,2022,10,5,Sedans Compactos
349,Automoveis,GM,TRAILBLAZER,,,,,2022,10,5,SUV
289,Automoveis,GM,EQUINOX,,,,,2022,10,5,SUV
264,Automoveis,MITSUBISHI,ECLIPSE_CROSS,,,,,2022,10,5,SUV
264,Automoveis,VOLVO,XC40,,,,,2022,10,5,SUV
225,Automoveis,PEUGEOT,2008,,,,,2022,10,5,SUV
224,Automoveis,AUDI,Q3,,,,,2022,10,5,SUV
198,Automoveis,MBENZ,CLASSE_C,,,,,2022,10,5,Sedans Grandes
8046,Comercial,FIAT,STRADA,,,,,2022,10,5,Pick-up's Pequenas
4447,Comercial,VW,SAVEIRO,,,,,2022,10,5,Pick-up's Pequenas
4203,Comercial,TOYOTA,HILUX,,,,,2022,10,5,Pick-up's Grandes
2980,Comercial,FIAT,TORO,,,,,2022,10,5,Pick-up's Grandes
1905,Comercial,FIAT,FIORINO,,,,,2022,10,5,Furgões Pequenos
1625,Comercial,GM,S10,,,,,2022,10,5,Pick-up's Grandes
1443,Comercial,RENAULT,OROCH,,,,,2022,10,5,Pick-up's Grandes
1403,Comercial,FORD,RANGER,,,,,2022,10,5,Pick-up's Grandes
1242,Comercial,MITSUBISHI,L200,,,,,2022,10,5,Pick-up's Grandes
746,Comercial,RENAULT,MASTER,,,,,2022,10,5,Furgões
602,Comercial,NISSAN,FRONTIER,,,,,2022,10,5,Pick-up's Grandes
432,Comercial,VW,AMAROK,,,,,2022,10,5,Pick-up's Grandes
314,Comercial,PEUGEOT,EXPERT,,,,,2022,10,5,Furgões
267,Comercial,RAM,3500,,,,,2022,10,5,Pick-up's Grandes
257,Comercial,KIA,K2500,,,,,2022,10,5,Furgões
220,Comercial,FIAT,SCUDO,,,,,2022,10,5,Furgões
205,Comercial,PEUGEOT,PARTNER,,,,,2022,10,5,Furgões Pequenos
205,Comercial,RAM,1500,,,,,2022,10,5,Pick-up's Grandes
157,Comercial,FORD,TRANSIT,,,,,2022,10,5,Furgões
129,Comercial,CITROEN,JUMPY,,,,,2022,10,5,Furgões
125,Comercial,VW,MAN/EXPRESS,,,,,2022,10,5,Caminhão
121,Comercial,IVECO,DAILY,,,,,2022,10,5,Furgões
74,Comercial,EFFA,V21,,,,,2022,10,5,Caminhão
55,Comercial,MBENZ,SPRINTER315,,,,,2022,10,5,Furgões
41,Comercial,RAM,CLASSIC,,,,,2022,10,5,Sedans Pequenos
40,Comercial,FORD,MAVERICK,,,,,2022,10,5,Pick-up's Grandes
27,Comercial,EFFA,V22,,,,,2022,10,5,Caminhão
23,Comercial,RAM,2500,,,,,2022,10,5,Pick-up's Grandes
21,Comercial,HYUNDAI,HR,,,,,2022,10,5,Caminhão
17,Comercial,JEEP,GLADIATOR,,,,,2022,10,5,Pick-up's Grandes
15,Comercial,FIAT,DUCATO,,,,,2022,10,5,Outros
14,Comercial,IVECO,DAILY 30-130,,,,,2022,10,5,Caminhão
10,Comercial,MBENZ,SPRINTER416,,,,,2022,10,5,Furgões
9,Comercial,MBENZ,SPRINTER,,,,,2022,10,5,Furgões
9,Comercial,MBENZ,SPRINTER314,,,,,2022,10,5,Furgões
7,Comercial,EFFA,V25,,,,,2022,10,5,Caminhão
5,Comercial,HYUNDAI,ETRANSIT,,,,,2022,10,5,Furgões
5,Comercial,FOTON,AUMARK 35-14DT,,,,,2022,10,5,Caminhão
4,Comercial,IVECO,DAILY 35-150,,,,,2022,10,5,Outros
4,Comercial,JAC,v260,,,,,2022,10,5,Outros
3,Comercial,CITROEN,JUMPER,,,,,2022,10,5,Outros
2,Comercial,FORD,F250,,,,,2022,10,5,Outros
2,Comercial,GM,SILVERADO,,,,,2022,10,5, Pick-up's Grandes
2,Comercial,PEUGEOT,BOXER,,,,,2022,10,5,Outros
2,Comercial,HYUNDAI,AUMARK1039,,,,,2022,10,5,Outros
1,Comercial,FIAT,DOBLO,,,,,2022,10,5,Outros
1,Comercial,FORD,F75,,,,,2022,10,5,Outros
1,Comercial,GMC,SIERRA,,,,,2022,10,5,Outros
1,Comercial,TOYOTA,TUNDRA,,,,,2022,10,5,Outros
9457,Automoveis,HYUNDAI,HB20,,,,,2022,11,6,Hatch Pequenos
8724,Automoveis,FIAT,MOBI,,,,,2022,11,6,Entrada
8035,Automoveis,GM,ONIX_PLUS,,,,,2022,11,6,Sedans Compactos
7737,Automoveis,FIAT,ARGO,,,,,2022,11,6,Hatch Pequenos
7393,Automoveis,GM,ONIX,,,,,2022,11,6,Hatch Pequenos
7320,Automoveis,VW,GOL,,,,,2022,11,6,Entrada
7231,Automoveis,GM,TRACKER,,,,,2022,11,6,SUV
6575,Automoveis,FIAT,CRONOS,,,,,2022,11,6,Sedans Pequenos
6409,Automoveis,JEEP,COMPASS,,,,,2022,11,6,SUV
6182,Automoveis,RENAULT,KWID,,,,,2022,11,6,Entrada
5269,Automoveis,HYUNDAI,CRETA,,,,,2022,11,6,SUV
5174,Automoveis,VW,T_CROSS,,,,,2022,11,6,SUV
4859,Automoveis,VW,NIVUS,,,,,2022,11,6,SUV
4677,Automoveis,VW,VOYAGE,,,,,2022,11,6,Sedans Pequenos
4474,Automoveis,JEEP,RENEGADE,,,,,2022,11,6,SUV
3978,Automoveis,PEUGEOT,208,,,,,2022,11,6,Hatch Pequenos
3685,Automoveis,FIAT,PULSE,,,,,2022,11,6,SUV
3656,Automoveis,TOYOTA,COROLLA,,,,,2022,11,6,Sedans médios
3402,Automoveis,TOYOTA,COROLLA_CROSS,,,,,2022,11,6,SUV
3191,Automoveis,CITROEN,C3,,,,,2022,11,6,Hatch Pequenos
3190,Automoveis,FIAT,FASTBACK,,,,,2022,11,6,SUV
2904,Automoveis,HONDA,HR-V,,,,,2022,11,6,SUV
2607,Automoveis,NISSAN,KICKS,,,,,2022,11,6,SUV
2422,Automoveis,JEEP,COMMANDER,,,,,2022,11,6,SUV
2365,Automoveis,TOYOTA,YARIS_HB,,,,,2022,11,6,Hatch Pequenos
2245,Automoveis,RENAULT,DUSTER,,,,,2022,11,6,SUV
2152,Automoveis,VW,POLO,,,,,2022,11,6,Hatch Pequenos
1903,Automoveis,GM,SPIN,,,,,2022,11,6,Grandcab
1615,Automoveis,TOYOTA,YARIS_SEDAN,,,,,2022,11,6,Sedans Compactos
1522,Automoveis,TOYOTA,HILUX_SW4,,,,,2022,11,6,SUV
1412,Automoveis,HYUNDAI,HB20S,,,,,2022,11,6,Sedans Pequenos
1381,Automoveis,HONDA,CITY_HATCH,,,,,2022,11,6,Hatch Pequenos
1341,Automoveis,RENAULT,SANDERO,,,,,2022,11,6,Hatch Pequenos
1206,Automoveis,RENAULT,LOGAN,,,,,2022,11,6,Sedans Pequenos
1177,Automoveis,CAOA_CHERY,TIGGO_5X,,,,,2022,11,6,SUV
1149,Automoveis,VW,TAOS,,,,,2022,11,6,SUV
1147,Automoveis,HONDA,CITY,,,,,2022,11,6,Sedans Compactos
1004,Automoveis,CITROEN,C4_CACTUS,,,,,2022,11,6,SUV
776,Automoveis,CAOA_CHERY,TIGGO_8,,,,,2022,11,6,SUV
672,Automoveis,CAOA_CHERY,TIGGO_7,,,,,2022,11,6,SUV
666,Automoveis,BMW,320I,,,,,2022,11,6,Sedans Grandes
600,Automoveis,VW,VIRTUS,,,,,2022,11,6,Sedans Compactos
476,Automoveis,MITSUBISHI,ECLIPSE_CROSS,,,,,2022,11,6,SUV
371,Automoveis,GM,CRUZE_SEDAN,,,,,2022,11,6,Sedans médios
337,Automoveis,GM,TRAILBLAZER,,,,,2022,11,6,SUV
288,Automoveis,GM,EQUINOX,,,,,2022,11,6,SUV
257,Automoveis,VOLVO,XC40,,,,,2022,11,6,SUV
213,Automoveis,AUDI,Q3,,,,,2022,11,6,SUV
210,Automoveis,PEUGEOT,2008,,,,,2022,11,6,SUV
186,Automoveis,MITSUBISHI,PAJERO,,,,,2022,11,6,SUV
9240,Comercial,FIAT,STRADA,,,,,2022,11,6,Pick-up's Pequenas
4816,Comercial,TOYOTA,HILUX,,,,,2022,11,6,Pick-up's Grandes
3473,Comercial,FIAT,TORO,,,,,2022,11,6,Pick-up's Grandes
2975,Comercial,VW,SAVEIRO,,,,,2022,11,6,Pick-up's Pequenas
2111,Comercial,FIAT,FIORINO,,,,,2022,11,6,Furgões Pequenos
1410,Comercial,RENAULT,OROCH,,,,,2022,11,6,Pick-up's Grandes
1404,Comercial,GM,S10,,,,,2022,11,6,Pick-up's Grandes
1284,Comercial,FORD,RANGER,,,,,2022,11,6,Pick-up's Grandes
1252,Comercial,MITSUBISHI,L200,,,,,2022,11,6,Pick-up's Grandes
1108,Comercial,NISSAN,FRONTIER,,,,,2022,11,6,Pick-up's Grandes
774,Comercial,VW,AMAROK,,,,,2022,11,6,Pick-up's Grandes
756,Comercial,RENAULT,MASTER,,,,,2022,11,6,Furgões
304,Comercial,RAM,3500,,,,,2022,11,6,Pick-up's Grandes
274,Comercial,FORD,TRANSIT,,,,,2022,11,6,Furgões
266,Comercial,KIA,K2500,,,,,2022,11,6,Furgões
207,Comercial,RAM,CLASSIC,,,,,2022,11,6,Sedans Pequenos
184,Comercial,PEUGEOT,PARTNER,,,,,2022,11,6,Furgões Pequenos
178,Comercial,RAM,1500,,,,,2022,11,6,Pick-up's Grandes
175,Comercial,FIAT,SCUDO,,,,,2022,11,6,Furgões
167,Comercial,CITROEN,JUMPY,,,,,2022,11,6,Furgões
155,Comercial,PEUGEOT,EXPERT,,,,,2022,11,6,Furgões
139,Comercial,IVECO,DAILY,,,,,2022,11,6,Furgões
112,Comercial,VW,MAN/EXPRESS,,,,,2022,11,6,Caminhão
110,Comercial,MBENZ,SPRINTER 315,,,,,2022,11,6,Furgões
75,Comercial,EFFA,V21,,,,,2022,11,6,Caminhão
62,Comercial,FORD,MAVERICK,,,,,2022,11,6,Pick-up's Grandes
34,Comercial,EFFA,V22,,,,,2022,11,6,Caminhão
31,Comercial,RAM,2500,,,,,2022,11,6,Pick-up's Grandes
13,Comercial,MBENZ,SPRINTER,,,,,2022,11,6,Furgões
11,Comercial,MBENZ,SPRINTER 314,,,,,2022,11,6,Furgões
10,Comercial,IVECO,DAILY 30-130,,,,,2022,11,6,Caminhão
9,Comercial,JAC,IEV750,,,,,2022,11,6,Furgões
8,Comercial,FIAT,DUCATO,,,,,2022,11,6,Outros
8,Comercial,JEEP,GLADIATOR,,,,,2022,11,6,Pick-up's Grandes
4,Comercial,FORD,F150,,,,,2022,11,6,Outros
4,Comercial,MBENZ,SPRINTER 416,,,,,2022,11,6,Outros
4,Comercial,JAC,v260,,,,,2022,11,6,Outros
4,Comercial,FOTON,AUMARK 1039,,,,,2022,11,6,Outros
4,Comercial,FOTON,AUMARK 35-14DT,,,,,2022,11,6,Outros
3,Comercial,CITROEN,JUMPER,,,,,2022,11,6,Outros
3,Comercial,HYUNDAI,HR,,,,,2022,11,6,Outros
2,Comercial,GM,SILVERADO,,,,,2022,11,6, Pick-up's Grandes
2,Comercial,IVECO,DAILY 35-150,,,,,2022,11,6,Outros
2,Comercial,BYD,T3,,,,,2022,11,6,Outros
1,Comercial,FORD,F75,,,,,2022,11,6,Outros
1,Comercial,FORD,PAMPA,,,,,2022,11,6,Outros
1,Comercial,FORD,RANCHERO,,,,,2022,11,6,Pick-up's Pequenas
1,Comercial,GM,MONTANA,,,,,2022,11,6,Pick-up's Pequenas
1,Comercial,KIA,UK2500,,,,,2022,11,6,Outros
1,Comercial,MBENZ,EQV 300,,,,,2022,11,6,Outros
9511,Automoveis,GM,ONIX,,,,,2022,12,7,Hatch Pequenos
9166,Automoveis,VW,GOL,,,,,2022,12,7,Entrada
8283,Automoveis,GM,TRACKER,,,,,2022,12,7,SUV
8030,Automoveis,GM,ONIX_PLUS,,,,,2022,12,7,Sedans Compactos
7258,Automoveis,FIAT,MOBI,,,,,2022,12,7,Entrada
6970,Automoveis,HYUNDAI,HB20,,,,,2022,12,7,Hatch Pequenos
6737,Automoveis,FIAT,ARGO,,,,,2022,12,7,Hatch Pequenos
6572,Automoveis,HYUNDAI,CRETA,,,,,2022,12,7,SUV
6182,Automoveis,VW,T_CROSS,,,,,2022,12,7,SUV
6092,Automoveis,JEEP,COMPASS,,,,,2022,12,7,SUV
5420,Automoveis,JEEP,RENEGADE,,,,,2022,12,7,SUV
5083,Automoveis,RENAULT,KWID,,,,,2022,12,7,Entrada
4756,Automoveis,VW,NIVUS,,,,,2022,12,7,SUV
4598,Automoveis,FIAT,CRONOS,,,,,2022,12,7,Sedans Pequenos
4330,Automoveis,TOYOTA,COROLLA,,,,,2022,12,7,Sedans médios
4019,Automoveis,FIAT,PULSE,,,,,2022,12,7,SUV
4002,Automoveis,VW,VOYAGE,,,,,2022,12,7,Sedans Pequenos
3894,Automoveis,TOYOTA,COROLLA_CROSS,,,,,2022,12,7,SUV
3667,Automoveis,NISSAN,KICKS,,,,,2022,12,7,SUV
3411,Automoveis,FIAT,FASTBACK,,,,,2022,12,7,SUV
3271,Automoveis,CITROEN,C3,,,,,2022,12,7,Hatch Pequenos
3221,Automoveis,TOYOTA,YARIS_HB,,,,,2022,12,7,Hatch Pequenos
3198,Automoveis,HONDA,HR-V,,,,,2022,12,7,SUV
2920,Automoveis,HYUNDAI,HB20S,,,,,2022,12,7,Sedans Pequenos
2887,Automoveis,VW,POLO,,,,,2022,12,7,Hatch Pequenos
2432,Automoveis,GM,SPIN,,,,,2022,12,7,Grandcab
2281,Automoveis,JEEP,COMMANDER,,,,,2022,12,7,SUV
2268,Automoveis,RENAULT,DUSTER,,,,,2022,12,7,SUV
2004,Automoveis,TOYOTA,YARIS_SEDAN,,,,,2022,12,7,Sedans Compactos
1787,Automoveis,PEUGEOT,208,,,,,2022,12,7,Hatch Pequenos
1507,Automoveis,HONDA,CITY_HATCH,,,,,2022,12,7,Hatch Pequenos
1495,Automoveis,VW,TAOS,,,,,2022,12,7,SUV
1380,Automoveis,TOYOTA,HILUX_SW4,,,,,2022,12,7,SUV
1365,Automoveis,RENAULT,SANDERO,,,,,2022,12,7,Hatch Pequenos
1324,Automoveis,HONDA,CITY,,,,,2022,12,7,Sedans Compactos
916,Automoveis,RENAULT,LOGAN,,,,,2022,12,7,Sedans Pequenos
880,Automoveis,CAOA_CHERY,TIGGO_7,,,,,2022,12,7,SUV
796,Automoveis,VW,VIRTUS,,,,,2022,12,7,Sedans Compactos
758,Automoveis,CITROEN,C4_CACTUS,,,,,2022,12,7,SUV
745,Automoveis,BMW,320I,,,,,2022,12,7,Sedans Grandes
715,Automoveis,CAOA_CHERY,TIGGO_8,,,,,2022,12,7,SUV
689,Automoveis,CAOA_CHERY,TIGGO_5X,,,,,2022,12,7,SUV
482,Automoveis,NISSAN,VERSA,,,,,2022,12,7,Sedans Pequenos
356,Automoveis,GM,EQUINOX,,,,,2022,12,7,SUV
349,Automoveis,MITSUBISHI,PAJERO,,,,,2022,12,7,SUV
312,Automoveis,VOLVO,XC60,,,,,2022,12,7,SUV
309,Automoveis,VOLVO,XC40,,,,,2022,12,7,SUV
296,Automoveis,GM,TRAILBLAZER,,,,,2022,12,7,SUV
284,Automoveis,MITSUBISHI,ECLIPSE_CROSS,,,,,2022,12,7,SUV
9169,Comercial,FIAT,STRADA,,,,,2022,12,7,Pick-up's Pequenas
5783,Comercial,TOYOTA,HILUX,,,,,2022,12,7,Pick-up's Grandes
4296,Comercial,FIAT,TORO,,,,,2022,12,7,Pick-up's Grandes
3374,Comercial,GM,S10,,,,,2022,12,7,Pick-up's Grandes
3024,Comercial,VW,SAVEIRO,,,,,2022,12,7,Pick-up's Pequenas
2019,Comercial,FIAT,FIORINO,,,,,2022,12,7,Furgões Pequenos
1594,Comercial,FORD,RANGER,,,,,2022,12,7,Pick-up's Grandes
1589,Comercial,MITSUBISHI,L200,,,,,2022,12,7,Pick-up's Grandes
1192,Comercial,RENAULT,OROCH,,,,,2022,12,7,Pick-up's Grandes
945,Comercial,NISSAN,FRONTIER,,,,,2022,12,7,Pick-up's Grandes
894,Comercial,RENAULT,MASTER,,,,,2022,12,7,Furgões
888,Comercial,VW,AMAROK,,,,,2022,12,7,Pick-up's Grandes
555,Comercial,FORD,TRANSIT,,,,,2022,12,7,Furgões
452,Comercial,RAM,3500,,,,,2022,12,7,Pick-up's Grandes
304,Comercial,RAM,CLASSIC,,,,,2022,12,7,Sedans Pequenos
236,Comercial,FIAT,SCUDO,,,,,2022,12,7,Furgões
235,Comercial,PEUGEOT,PARTNER,,,,,2022,12,7,Furgões Pequenos
226,Comercial,KIA,K2500,,,,,2022,12,7,Furgões
184,Comercial,PEUGEOT,EXPERT,,,,,2022,12,7,Furgões
152,Comercial,CITROEN,JUMPY,,,,,2022,12,7,Furgões
150,Comercial,VW,MAN/EXPRESS,,,,,2022,12,7,Caminhão
138,Comercial,RAM,2500,,,,,2022,12,7,Pick-up's Grandes
128,Comercial,FORD,MAVERICK,,,,,2022,12,7,Pick-up's Grandes
114,Comercial,IVECO,DAILY,,,,,2022,12,7,Furgões
112,Comercial,RAM,1500,,,,,2022,12,7,Pick-up's Grandes
64,Comercial,MBENZ,SPRINTER 315,,,,,2022,12,7,Furgões
59,Comercial,EFFA,V21,,,,,2022,12,7,Caminhão
21,Comercial,EFFA,V22,,,,,2022,12,7,Caminhão
16,Comercial,FORD,F150,,,,,2022,12,7,Outros
11,Comercial,FIAT,DUCATO,,,,,2022,12,7,Outros
10,Comercial,IVECO,DAILY 30-130,,,,,2022,12,7,Caminhão
8,Comercial,MBENZ,SPRINTER,,,,,2022,12,7,Furgões
7,Comercial,EFFA,V25,,,,,2022,12,7,Caminhão
6,Comercial,JEEP,GLADIATOR,,,,,2022,12,7,Pick-up's Grandes
4,Comercial,HYUNDAI,HR,,,,,2022,12,7,Outros
4,Comercial,MBENZ,SPRINTER 314,,,,,2022,12,7,Outros
4,Comercial,MBENZ,SPRINTER 416,,,,,2022,12,7,Outros
4,Comercial,JAC,v260,,,,,2022,12,7,Outros
4,Comercial,FOTON,AUMARK 35-14DT,,,,,2022,12,7,Outros
3,Comercial,CITROEN,JUMPER,,,,,2022,12,7,Outros
3,Comercial,IVECO,DAILY 35-150,,,,,2022,12,7,Outros
3,Comercial,JAC,IEV 330P,,,,,2022,12,7,Outros
3,Comercial,FOTON,AUMARK 1039,,,,,2022,12,7,Outros
2,Comercial,GM,SILVERADO,,,,,2022,12,7, Pick-up's Grandes
2,Comercial,IVECO,DAILY 30S13,,,,,2022,12,7,Outros
2,Comercial,KIA,UK2500,,,,,2022,12,7,Outros
1,Comercial,FORD,F250,,,,,2022,12,7,Outros
1,Comercial,FORD,RANCHERO,,,,,2022,12,7,Pick-up's Pequenas
1,Comercial,GM,C10,,,,,2022,12,7,Outros
7162,Automoveis,GM,ONIX,,,,,2023,1,8,Hatch Pequenos
6164,Automoveis,GM,ONIX_PLUS,,,,,2023,1,8,Sedans Compactos
5296,Automoveis,GM,TRACKER,,,,,2023,1,8,SUV
4969,Automoveis,HYUNDAI,CRETA,,,,,2023,1,8,SUV
4840,Automoveis,HYUNDAI,HB20,,,,,2023,1,8,Hatch Pequenos
4454,Automoveis,VW,T_CROSS,,,,,2023,1,8,SUV
4282,Automoveis,FIAT,ARGO,,,,,2023,1,8,Hatch Pequenos
4208,Automoveis,FIAT,MOBI,,,,,2023,1,8,Entrada
4139,Automoveis,JEEP,COMPASS,,,,,2023,1,8,SUV
3387,Automoveis,VW,GOL,,,,,2023,1,8,Entrada
3307,Automoveis,RENAULT,KWID,,,,,2023,1,8,Entrada
3100,Automoveis,VW,NIVUS,,,,,2023,1,8,SUV
3049,Automoveis,JEEP,RENEGADE,,,,,2023,1,8,SUV
3015,Automoveis,FIAT,PULSE,,,,,2023,1,8,SUV
2984,Automoveis,NISSAN,KICKS,,,,,2023,1,8,SUV
2707,Automoveis,FIAT,FASTBACK,,,,,2023,1,8,SUV
2604,Automoveis,TOYOTA,COROLLA_CROSS,,,,,2023,1,8,SUV
2481,Automoveis,FIAT,CRONOS,,,,,2023,1,8,Sedans Pequenos
2238,Automoveis,TOYOTA,COROLLA,,,,,2023,1,8,Sedans médios
2115,Automoveis,VW,POLO,,,,,2023,1,8,Hatch Pequenos
2072,Automoveis,TOYOTA,YARIS_HB,,,,,2023,1,8,Hatch Pequenos
2004,Automoveis,VW,VOYAGE,,,,,2023,1,8,Sedans Pequenos
1684,Automoveis,HYUNDAI,HB20S,,,,,2023,1,8,Sedans Pequenos
1495,Automoveis,RENAULT,DUSTER,,,,,2023,1,8,SUV
1488,Automoveis,CITROEN,C3,,,,,2023,1,8,Hatch Pequenos
1442,Automoveis,HONDA,CITY_HATCH,,,,,2023,1,8,Hatch Pequenos
1415,Automoveis,GM,SPIN,,,,,2023,1,8,Grandcab
1289,Automoveis,JEEP,COMMANDER,,,,,2023,1,8,SUV
1201,Automoveis,PEUGEOT,208,,,,,2023,1,8,Hatch Pequenos
1184,Automoveis,VW,TAOS,,,,,2023,1,8,SUV
1099,Automoveis,TOYOTA,YARIS_SEDAN,,,,,2023,1,8,Sedans Compactos
1091,Automoveis,HONDA,CITY,,,,,2023,1,8,Sedans Compactos
937,Automoveis,TOYOTA,HILUX_SW4,,,,,2023,1,8,SUV
698,Automoveis,HONDA,HR-V,,,,,2023,1,8,SUV
588,Automoveis,CAOA_CHERY,TIGGO_8,,,,,2023,1,8,SUV
578,Automoveis,VOLVO,XC60,,,,,2023,1,8,SUV
490,Automoveis,VW,VIRTUS,,,,,2023,1,8,Sedans Compactos
488,Automoveis,RENAULT,SANDERO,,,,,2023,1,8,Hatch Pequenos
372,Automoveis,CAOA_CHERY,TIGGO_7,,,,,2023,1,8,SUV
316,Automoveis,GM,EQUINOX,,,,,2023,1,8,SUV
313,Automoveis,NISSAN,VERSA,,,,,2023,1,8,Sedans Pequenos
293,Automoveis,CAOA_CHERY,TIGGO_5X,,,,,2023,1,8,SUV
286,Automoveis,RENAULT,LOGAN,,,,,2023,1,8,Sedans Pequenos
254,Automoveis,BMW,320I,,,,,2023,1,8,Sedans Grandes
253,Automoveis,CITROEN,C4_CACTUS,,,,,2023,1,8,SUV
215,Automoveis,MITSUBISHI,ECLIPSE_CROSS,,,,,2023,1,8,SUV
158,Automoveis,PEUGEOT,2008,,,,,2023,1,8,SUV
156,Automoveis,VOLVO,XC40,,,,,2023,1,8,SUV
138,Automoveis,MITSUBISHI,PAJERO,,,,,2023,1,8,SUV
7000,Comercial,FIAT,STRADA,,,,,2023,1,8,Pick-up's Pequenas
3435,Comercial,TOYOTA,HILUX,,,,,2023,1,8,Pick-up's Grandes
3281,Comercial,FIAT,TORO,,,,,2023,1,8,Pick-up's Grandes
2714,Comercial,VW,SAVEIRO,,,,,2023,1,8,Pick-up's Pequenas
2039,Comercial,GM,S10,,,,,2023,1,8,Pick-up's Grandes
1303,Comercial,FIAT,FIORINO,,,,,2023,1,8,Furgões Pequenos
977,Comercial,FORD,RANGER,,,,,2023,1,8,Pick-up's Grandes
783,Comercial,MITSUBISHI,L200,,,,,2023,1,8,Pick-up's Grandes
716,Comercial,RENAULT,OROCH,,,,,2023,1,8,Pick-up's Grandes
664,Comercial,RENAULT,MASTER,,,,,2023,1,8,Furgões
661,Comercial,NISSAN,FRONTIER,,,,,2023,1,8,Pick-up's Grandes
567,Comercial,VW,AMAROK,,,,,2023,1,8,Pick-up's Grandes
277,Comercial,FIAT,SCUDO,,,,,2023,1,8,Furgões
270,Comercial,RAM,3500,,,,,2023,1,8,Pick-up's Grandes
260,Comercial,FORD,TRANSIT,,,,,2023,1,8,Furgões
214,Comercial,KIA,K2500,,,,,2023,1,8,Furgões
173,Comercial,CITROEN,JUMPY,,,,,2023,1,8,Furgões
166,Comercial,RAM,CLASSIC,,,,,2023,1,8,Sedans Pequenos
148,Comercial,PEUGEOT,EXPERT,,,,,2023,1,8,Furgões
134,Comercial,IVECO,DAILY,,,,,2023,1,8,Furgões
125,Comercial,VW,MAN/EXPRESS,,,,,2023,1,8,Caminhão
107,Comercial,RAM,2500,,,,,2023,1,8,Pick-up's Grandes
102,Comercial,PEUGEOT,PARTNER,,,,,2023,1,8,Furgões Pequenos
90,Comercial,GM,MONTANA,,,,,2023,1,8,Pick-up's Pequenas
79,Comercial,FORD,MAVERICK,,,,,2023,1,8,Pick-up's Grandes
64,Comercial,MBENZ,SPRINTER 315,,,,,2023,1,8,Furgões
62,Comercial,EFFA,V21,,,,,2023,1,8,Caminhão
50,Comercial,RAM,1500,,,,,2023,1,8,Pick-up's Grandes
23,Comercial,EFFA,V22,,,,,2023,1,8,Caminhão
16,Comercial,JEEP,GLADIATOR,,,,,2023,1,8,Pick-up's Grandes
12,Comercial,MBENZ,SPRINTER,,,,,2023,1,8,Furgões
10,Comercial,FIAT,DUCATO,,,,,2023,1,8,Outros
9,Comercial,IVECO,DAILY 30-130,,,,,2023,1,8,Caminhão
7,Comercial,BYD,T3,,,,,2023,1,8,Furgões
3,Comercial,FORD,F150,,,,,2023,1,8,Outros
3,Comercial,GMC,HUMMER EV EDITION 1,,,,,2023,1,8,Outros
3,Comercial,MBENZ,SPRINTER 416,,,,,2023,1,8,Outros
3,Comercial,TOYOTA,BANDEIRANTE,,,,,2023,1,8,Outros
3,Comercial,EFFA,V25,,,,,2023,1,8,Outros
3,Comercial,JAC,EJV55,,,,,2023,1,8,Outros
3,Comercial,JAC,IEV 330P,,,,,2023,1,8,Outros
3,Comercial,JAC,IEV750,,,,,2023,1,8,Outros
3,Comercial,FOTON,AUMARK 1039,,,,,2023,1,8,Outros
3,Comercial,FOTON,AUMARK 35-14DT,,,,,2023,1,8,Outros
2,Comercial,GM,SILVERADO,,,,,2023,1,8, Pick-up's Grandes
2,Comercial,GMC,SIERRA,,,,,2023,1,8,Outros
2,Comercial,HYUNDAI,HR,,,,,2023,1,8,Outros
2,Comercial,TOYOTA,TUNDRA,,,,,2023,1,8,Outros
1,Comercial,CITROEN,BERLINGO,,,,,2023,1,8,Outros
6084,Automoveis,GM,ONIX,,,,,2023,2,9,Hatch Pequenos
5125,Automoveis,GM,ONIX_PLUS,,,,,2023,2,9,Sedans Compactos
